	Event_Time	Start_Time	Cause	Growth_Factor	Clone	Progenitor	Generation
1873	9.95E-01	7.33E+05	2	2	113	4	2
974	1.03E+00	7.33E+05	1	2	113	5	2
977	1.45E+00	7.33E+05	1	2	113	12	3
975	1.45E+00	7.33E+05	1	2	113	13	3
976	1.37E+00	7.33E+05	1	2	113	14	3
978	1.37E+00	7.33E+05	1	2	113	15	3
979	6.93E-01	7.33E+05	1	2	114	2	1
980	6.93E-01	7.33E+05	1	2	114	3	1
1874	6.63E-01	7.33E+05	2	2	115	1	0
1875	1.77E-01	7.33E+05	2	2	116	1	0
1877	1.24E+00	7.33E+05	2	2	117	2	1
1876	1.11E+00	7.33E+05	2	2	117	3	1
981	1.28E+00	7.33E+05	1	2	118	6	2
982	1.28E+00	7.33E+05	1	2	118	7	2
983	2.04E+00	7.33E+05	1	2	118	9	3
984	2.04E+00	7.33E+05	1	2	118	10	3
985	2.31E+00	7.33E+05	1	2	118	16	4
1568	2.47E+00	7.33E+05	0	2	118	17	4
986	2.77E+00	7.33E+05	1	2	118	22	4
1569	2.61E+00	7.33E+05	0	2	118	23	4
988	2.68E-01	7.33E+05	1	2	119	2	1
987	2.68E-01	7.33E+05	1	2	119	3	1
989	1.84E-01	7.33E+05	1	2	120	1	0
991	8.61E-01	7.33E+05	1	2	121	2	1
990	8.61E-01	7.33E+05	1	2	121	3	1
992	2.47E+00	7.33E+05	1	2	122	4	2
993	2.73E+00	7.33E+05	1	2	122	10	3
994	2.88E+00	7.33E+05	1	2	122	11	3
995	2.57E+00	7.33E+05	1	2	122	13	3
1570	2.74E+00	7.33E+05	0	2	122	24	4
1572	2.75E+00	7.33E+05	0	2	122	25	4
1571	2.82E+00	7.33E+05	0	2	122	28	4
996	3.15E+00	7.33E+05	1	2	122	29	4
997	3.15E+00	7.33E+05	1	2	122	30	4
998	3.15E+00	7.33E+05	1	2	122	31	4
1001	3.55E+00	7.33E+05	1	2	122	32	5
1003	3.55E+00	7.33E+05	1	2	122	33	5
1000	3.25E+00	7.33E+05	1	2	122	52	5
1002	3.25E+00	7.33E+05	1	2	122	53	5
999	3.25E+00	7.33E+05	1	2	122	54	5
1004	6.93E-01	7.33E+05	1	2	123	2	1
1005	6.93E-01	7.33E+05	1	2	123	3	1
1007	6.08E-01	7.33E+05	1	2	124	2	1
1006	6.08E-01	7.33E+05	1	2	124	3	1
1878	3.11E+00	7.33E+05	2	2	125	12	3
1879	3.12E+00	7.33E+05	2	2	125	13	3
1574	3.03E+00	7.33E+05	0	2	125	14	3
1573	3.01E+00	7.33E+05	0	2	125	15	3
1008	4.11E+00	7.33E+05	1	2	125	46	5
1575	5.28E+00	7.33E+05	0	2	125	47	5
1880	7.67E-01	7.33E+05	2	2	126	3	1
1576	1.52E+00	7.33E+05	0	2	126	5	2
1578	1.94E+00	7.33E+05	0	2	126	8	3
1577	1.94E+00	7.33E+05	0	2	126	9	3
1009	5.42E-01	7.33E+05	1	2	127	2	1
1010	5.42E-01	7.33E+05	1	2	127	3	1
1011	6.08E-01	7.33E+05	1	2	128	2	1
1012	6.08E-01	7.33E+05	1	2	128	3	1
1882	1.36E+00	7.33E+05	2	2	129	2	1
1881	1.32E+00	7.33E+05	2	2	129	3	1
1883	7.98E-01	7.33E+05	2	2	130	1	0
1013	6.93E-01	7.33E+05	1	2	131	2	1
1014	6.93E-01	7.33E+05	1	2	131	3	1
1015	6.08E-01	7.33E+05	1	2	132	2	1
1016	6.08E-01	7.33E+05	1	2	132	3	1
1888	3.19E+00	7.33E+05	2	2	133	8	3
1889	3.23E+00	7.33E+05	2	2	133	9	3
1579	3.32E+00	7.33E+05	0	2	133	10	3
1887	3.15E+00	7.33E+05	2	2	133	11	3
1886	3.13E+00	7.33E+05	2	2	133	12	3
1885	3.13E+00	7.33E+05	2	2	133	14	3
1884	3.10E+00	7.33E+05	2	2	133	15	3
1017	1.29E+00	7.33E+05	1	2	134	3	1
1019	1.29E+00	7.33E+05	1	2	134	4	2
1018	1.29E+00	7.33E+05	1	2	134	5	2
1890	6.07E-01	7.33E+05	2	2	135	1	0
1021	6.08E-01	7.33E+05	1	2	136	2	1
1020	6.08E-01	7.33E+05	1	2	136	3	1
1891	2.22E+00	7.33E+05	2	2	137	1	0
1022	1.45E+00	7.33E+05	1	2	138	10	3
1032	2.17E+00	7.33E+05	1	2	138	16	4
1030	2.10E+00	7.33E+05	1	2	138	18	4
1033	2.21E+00	7.33E+05	1	2	138	19	4
1031	2.13E+00	7.33E+05	1	2	138	22	4
1034	2.12E+00	7.33E+05	1	2	138	23	4
1029	1.90E+00	7.33E+05	1	2	138	25	4
1027	1.90E+00	7.33E+05	1	2	138	26	4
1028	1.90E+00	7.33E+05	1	2	138	27	4
1026	1.97E+00	7.33E+05	1	2	138	28	4
1025	1.97E+00	7.33E+05	1	2	138	29	4
1023	1.87E+00	7.33E+05	1	2	138	30	4
1024	1.87E+00	7.33E+05	1	2	138	31	4
1583	4.15E+00	7.33E+05	0	2	138	34	5
1582	4.13E+00	7.33E+05	0	2	138	35	5
1581	2.59E+00	7.33E+05	0	2	138	48	5
1580	2.51E+00	7.33E+05	0	2	138	49	5
1035	6.93E-01	7.33E+05	1	2	139	2	1
1036	6.93E-01	7.33E+05	1	2	139	3	1
1892	1.19E+00	7.33E+05	2	2	140	1	0
1037	5.21E-01	7.33E+05	1	2	141	1	0
1038	1.11E+00	7.33E+05	1	2	142	2	1
1039	1.11E+00	7.33E+05	1	2	142	3	1
1041	1.20E+00	7.33E+05	1	2	143	4	2
1042	1.20E+00	7.33E+05	1	2	143	5	2
1043	1.20E+00	7.33E+05	1	2	143	6	2
1040	1.20E+00	7.33E+05	1	2	143	7	2
1044	1.28E+00	7.33E+05	1	2	144	2	1
1045	1.28E+00	7.33E+05	1	2	144	3	1
1893	2.16E+00	7.33E+05	2	2	145	2	1
1894	2.22E+00	7.33E+05	2	2	145	3	1
1895	1.38E+00	7.33E+05	2	2	146	2	1
1896	3.31E+00	7.33E+05	2	2	146	6	2
1897	3.44E+00	7.33E+05	2	2	146	7	2
1047	6.08E-01	7.33E+05	1	2	147	2	1
1046	6.08E-01	7.33E+05	1	2	147	3	1
1051	1.79E+00	7.33E+05	1	2	148	12	3
1050	1.79E+00	7.33E+05	1	2	148	13	3
1048	1.79E+00	7.33E+05	1	2	148	14	3
1049	1.79E+00	7.33E+05	1	2	148	15	3
1057	2.04E+00	7.33E+05	1	2	148	16	4
1055	2.21E+00	7.33E+05	1	2	148	17	4
1056	2.11E+00	7.33E+05	1	2	148	18	4
1053	2.11E+00	7.33E+05	1	2	148	19	4
1054	2.11E+00	7.33E+05	1	2	148	20	4
1059	2.11E+00	7.33E+05	1	2	148	21	4
1052	1.96E+00	7.33E+05	1	2	148	22	4
1058	1.96E+00	7.33E+05	1	2	148	23	4
1060	6.08E-01	7.33E+05	1	2	149	2	1
1061	6.08E-01	7.33E+05	1	2	149	3	1
1898	4.41E-01	7.33E+05	2	2	150	1	0
1063	6.08E-01	7.33E+05	1	2	151	2	1
1062	6.08E-01	7.33E+05	1	2	151	3	1
1899	7.57E-02	7.33E+05	2	2	152	1	0
1064	2.68E-01	7.33E+05	1	2	153	1	0
1901	1.20E+00	7.33E+05	2	2	154	2	1
1900	1.10E+00	7.33E+05	2	2	154	3	1
1065	6.98E-01	7.33E+05	1	2	155	4	2
1066	6.98E-01	7.33E+05	1	2	155	5	2
1067	6.98E-01	7.33E+05	1	2	155	6	2
1068	6.98E-01	7.33E+05	1	2	155	7	2
1903	1.59E+00	7.33E+05	2	2	156	4	2
1902	1.59E+00	7.33E+05	2	2	156	5	2
1069	1.59E+00	7.33E+05	1	2	156	7	2
1584	3.01E+00	7.33E+05	0	2	156	24	4
1585	3.01E+00	7.33E+05	0	2	156	25	4
1586	3.01E+00	7.33E+05	0	2	156	26	4
1587	3.01E+00	7.33E+05	0	2	156	27	4
1588	1.79E+00	7.33E+05	0	2	157	9	3
1595	2.14E+00	7.33E+05	0	2	157	16	4
1596	2.14E+00	7.33E+05	0	2	157	17	4
1589	2.02E+00	7.33E+05	0	2	157	24	4
1590	2.02E+00	7.33E+05	0	2	157	25	4
1594	2.12E+00	7.33E+05	0	2	157	26	4
1593	2.12E+00	7.33E+05	0	2	157	27	4
1597	2.40E+00	7.33E+05	0	2	157	28	4
1592	2.06E+00	7.33E+05	0	2	157	29	4
1591	2.07E+00	7.33E+05	0	2	157	30	4
1598	2.84E+00	7.33E+05	0	2	157	31	4
1599	2.43E+00	7.33E+05	0	2	157	46	5
1070	3.68E+00	7.33E+05	1	2	157	80	6
1600	4.41E+00	7.33E+05	0	2	157	85	6
1601	4.96E+00	7.33E+05	0	2	157	86	6
1619	4.97E+00	7.33E+05	0	2	157	162	7
1620	4.98E+00	7.33E+05	0	2	157	163	7
1621	4.93E+00	7.33E+05	0	2	157	164	7
1612	4.53E+00	7.33E+05	0	2	157	165	7
1614	4.91E+00	7.33E+05	0	2	157	166	7
1615	4.93E+00	7.33E+05	0	2	157	167	7
1616	5.04E+00	7.33E+05	0	2	157	168	7
1618	5.10E+00	7.33E+05	0	2	157	169	7
1603	4.21E+00	7.33E+05	0	2	157	174	7
1602	4.17E+00	7.33E+05	0	2	157	175	7
1607	4.35E+00	7.33E+05	0	2	157	176	7
1622	4.94E+00	7.33E+05	0	2	157	177	7
1611	4.37E+00	7.33E+05	0	2	157	178	7
1613	4.42E+00	7.33E+05	0	2	157	179	7
1604	4.17E+00	7.33E+05	0	2	157	180	7
1610	4.44E+00	7.33E+05	0	2	157	181	7
1605	4.17E+00	7.33E+05	0	2	157	182	7
1617	4.66E+00	7.33E+05	0	2	157	183	7
1606	4.47E+00	7.33E+05	0	2	157	188	7
1609	4.28E+00	7.33E+05	0	2	157	190	7
1608	4.25E+00	7.33E+05	0	2	157	191	7
1071	6.43E-01	7.33E+05	1	2	158	2	1
1072	6.43E-01	7.33E+05	1	2	158	3	1
1904	1.37E+00	7.33E+05	2	2	159	1	0
1075	1.49E+00	7.33E+05	1	2	160	12	3
1074	1.49E+00	7.33E+05	1	2	160	13	3
1073	1.49E+00	7.33E+05	1	2	160	14	3
1076	1.49E+00	7.33E+05	1	2	160	15	3
1625	1.83E+00	7.33E+05	0	2	160	18	4
1624	1.73E+00	7.33E+05	0	2	160	20	4
1077	1.67E+00	7.33E+05	1	2	160	22	4
1623	1.76E+00	7.33E+05	0	2	160	23	4
1628	2.46E+00	7.33E+05	0	2	160	32	5
1627	2.01E+00	7.33E+05	0	2	160	33	5
1626	2.05E+00	7.33E+05	0	2	160	34	5
1078	1.94E+00	7.33E+05	1	2	161	15	3
1080	2.17E+00	7.33E+05	1	2	161	19	4
1079	2.15E+00	7.33E+05	1	2	161	29	4
1092	2.50E+00	7.33E+05	1	2	161	33	5
1089	2.76E+00	7.33E+05	1	2	161	34	5
1091	2.43E+00	7.33E+05	1	2	161	35	5
1632	4.21E+00	7.33E+05	0	2	161	36	5
1629	2.37E+00	7.33E+05	0	2	161	40	5
1084	2.66E+00	7.33E+05	1	2	161	42	5
1631	4.01E+00	7.33E+05	0	2	161	43	5
1081	2.50E+00	7.33E+05	1	2	161	44	5
1082	2.77E+00	7.33E+05	1	2	161	49	5
1088	2.75E+00	7.33E+05	1	2	161	50	5
1090	2.71E+00	7.33E+05	1	2	161	51	5
1086	2.92E+00	7.33E+05	1	2	161	53	5
1087	2.92E+00	7.33E+05	1	2	161	54	5
1083	2.92E+00	7.33E+05	1	2	161	55	5
1630	2.54E+00	7.33E+05	0	2	161	56	5
1085	2.93E+00	7.33E+05	1	2	161	57	5
1633	4.09E+00	7.33E+05	0	2	161	64	6
1634	4.10E+00	7.33E+05	0	2	161	65	6
1639	3.91E+00	7.33E+05	0	2	161	74	6
1638	3.83E+00	7.33E+05	0	2	161	75	6
1643	3.95E+00	7.33E+05	0	2	161	82	6
1644	4.19E+00	7.33E+05	0	2	161	83	6
1093	2.72E+00	7.33E+05	1	2	161	90	6
1642	3.78E+00	7.33E+05	0	2	161	91	6
1636	3.74E+00	7.33E+05	0	2	161	92	6
1635	3.74E+00	7.33E+05	0	2	161	93	6
1094	3.53E+00	7.33E+05	1	2	161	94	6
1637	3.97E+00	7.33E+05	0	2	161	95	6
1640	3.73E+00	7.33E+05	0	2	161	96	6
1641	3.74E+00	7.33E+05	0	2	161	97	6
1906	3.25E+00	7.33E+05	2	2	161	104	6
1905	3.19E+00	7.33E+05	2	2	161	105	6
1095	1.61E+00	7.33E+05	1	2	162	4	2
1646	2.63E+00	7.33E+05	0	2	162	10	3
1645	2.54E+00	7.33E+05	0	2	162	11	3
1647	2.65E+00	7.33E+05	0	2	162	12	3
1649	2.66E+00	7.33E+05	0	2	162	13	3
1648	2.59E+00	7.33E+05	0	2	162	14	3
1650	2.61E+00	7.33E+05	0	2	162	15	3
1096	1.32E+00	7.33E+05	1	2	163	8	3
1097	1.41E+00	7.33E+05	1	2	163	9	3
1098	1.32E+00	7.33E+05	1	2	163	13	3
1104	1.58E+00	7.33E+05	1	2	163	24	4
1101	1.43E+00	7.33E+05	1	2	163	25	4
1100	1.66E+00	7.33E+05	1	2	163	28	4
1102	1.75E+00	7.33E+05	1	2	163	29	4
1099	1.58E+00	7.33E+05	1	2	163	30	4
1103	1.58E+00	7.33E+05	1	2	163	31	4
1653	2.62E+00	7.33E+05	0	2	163	40	5
1654	2.69E+00	7.33E+05	0	2	163	41	5
1652	2.45E+00	7.33E+05	0	2	163	42	5
1651	2.07E+00	7.33E+05	0	2	163	43	5
1656	2.88E+00	7.33E+05	0	2	163	44	5
1655	2.74E+00	7.33E+05	0	2	163	45	5
1657	2.92E+00	7.33E+05	0	2	163	46	5
1105	2.40E+00	7.33E+05	1	2	163	47	5
1106	1.13E+00	7.33E+05	1	2	164	2	1
1107	1.13E+00	7.33E+05	1	2	164	3	1
1907	7.76E-01	7.33E+05	2	2	165	2	1
1908	9.69E-01	7.33E+05	2	2	165	3	1
1109	1.22E+00	7.33E+05	1	2	166	2	1
1108	9.27E-01	7.33E+05	1	2	166	3	1
1910	4.29E+00	7.33E+05	2	2	167	4	2
1909	4.18E+00	7.33E+05	2	2	167	5	2
1911	4.22E+00	7.33E+05	2	2	167	6	2
1110	4.62E+00	7.33E+05	1	2	167	7	2
1112	3.06E-01	7.33E+05	1	2	168	2	1
1111	3.03E-01	7.33E+05	1	2	168	3	1
1113	9.02E-01	7.33E+05	1	2	169	2	1
1114	9.02E-01	7.33E+05	1	2	169	3	1
1115	3.31E-01	7.33E+05	1	2	170	2	1
1116	4.89E-01	7.33E+05	1	2	170	3	1
1912	2.40E+00	7.33E+05	2	2	171	2	1
1913	2.41E+00	7.33E+05	2	2	171	3	1
1658	5.13E-01	7.33E+05	0	2	172	2	1
1659	5.13E-01	7.33E+05	0	2	172	3	1
1914	1.20E+00	7.33E+05	2	2	173	1	0
1660	5.62E-01	7.33E+05	0	2	174	2	1
1661	1.28E+00	7.33E+05	0	2	174	7	2
1662	1.46E+00	7.33E+05	0	2	175	3	1
1663	1.97E+00	7.33E+05	0	2	175	5	2
1665	3.31E+00	7.33E+05	0	2	175	8	3
1664	3.21E+00	7.33E+05	0	2	175	9	3
1666	6.77E-01	7.33E+05	0	2	176	2	1
1667	1.43E+00	7.33E+05	0	2	176	6	2
1117	1.80E+00	7.33E+05	1	2	176	7	2
1118	3.43E+00	7.33E+05	1	2	177	1	0
1119	3.13E-01	7.33E+05	1	2	178	2	1
1120	3.13E-01	7.33E+05	1	2	178	3	1
1121	1.09E-01	7.33E+05	1	2	179	1	0
1122	5.20E-01	7.33E+05	1	2	180	2	1
1123	2.49E-01	7.33E+05	1	2	180	3	1
1124	3.80E-01	7.33E+05	1	2	181	2	1
1125	3.68E-01	7.33E+05	1	2	181	3	1
1126	1.27E+00	7.33E+05	1	2	181	7	2
1127	4.64E-01	7.33E+05	1	2	182	2	1
1128	4.56E-01	7.33E+05	1	2	182	3	1
1129	1.46E+00	7.33E+05	1	2	182	6	2
1915	2.16E+00	7.33E+05	2	2	183	1	0
1916	2.96E-01	7.33E+05	2	2	184	1	0
1130	2.88E-01	7.33E+05	1	2	185	1	0
1131	2.54E-01	7.33E+05	1	2	186	1	0
1917	7.71E-01	7.33E+05	2	2	187	2	1
1918	1.07E+00	7.33E+05	2	2	187	3	1
1132	9.50E-01	7.33E+05	1	2	188	2	1
1133	5.67E-01	7.33E+05	1	2	188	3	1
1135	9.62E-01	7.33E+05	1	2	188	4	2
1134	2.66E+00	7.33E+05	1	2	188	5	2
1137	1.69E+00	7.33E+05	1	2	188	8	3
1136	1.69E+00	7.33E+05	1	2	188	9	3
1138	2.25E+00	7.33E+05	1	2	189	31	4
1156	2.55E+00	7.33E+05	1	2	189	32	5
1149	2.63E+00	7.33E+05	1	2	189	33	5
1154	2.55E+00	7.33E+05	1	2	189	34	5
1150	2.55E+00	7.33E+05	1	2	189	35	5
1151	2.56E+00	7.33E+05	1	2	189	36	5
1144	2.54E+00	7.33E+05	1	2	189	40	5
1141	2.55E+00	7.33E+05	1	2	189	41	5
1155	2.55E+00	7.33E+05	1	2	189	42	5
1148	2.55E+00	7.33E+05	1	2	189	43	5
1142	2.55E+00	7.33E+05	1	2	189	44	5
1157	2.55E+00	7.33E+05	1	2	189	45	5
1153	2.85E+00	7.33E+05	1	2	189	48	5
1146	2.85E+00	7.33E+05	1	2	189	49	5
1152	2.85E+00	7.33E+05	1	2	189	50	5
1147	2.85E+00	7.33E+05	1	2	189	51	5
1140	2.70E+00	7.33E+05	1	2	189	58	5
1139	2.70E+00	7.33E+05	1	2	189	59	5
1145	2.70E+00	7.33E+05	1	2	189	60	5
1143	2.70E+00	7.33E+05	1	2	189	61	5
1669	2.81E+00	7.33E+05	0	2	189	92	6
1670	2.84E+00	7.33E+05	0	2	189	93	6
1668	2.80E+00	7.33E+05	0	2	189	94	6
1158	2.85E+00	7.33E+05	1	2	189	106	6
1159	2.84E+00	7.33E+05	1	2	189	107	6
1160	2.99E+00	7.33E+05	1	2	189	108	6
1161	2.85E+00	7.33E+05	1	2	189	109	6
1163	1.39E+00	7.33E+05	1	2	190	8	3
1162	1.40E+00	7.33E+05	1	2	190	10	3
1166	1.46E+00	7.33E+05	1	2	190	13	3
1164	1.50E+00	7.33E+05	1	2	190	14	3
1165	1.50E+00	7.33E+05	1	2	190	15	3
1167	1.91E+00	7.33E+05	1	2	190	18	4
1671	3.01E+00	7.33E+05	0	2	190	19	4
1920	2.84E+00	7.33E+05	2	2	191	4	2
1919	2.72E+00	7.33E+05	2	2	191	5	2
1169	3.99E+00	7.33E+05	1	2	191	6	2
1168	3.71E+00	7.33E+05	1	2	191	7	2
1921	1.10E+00	7.33E+05	2	2	192	1	0
1922	9.89E-01	7.33E+05	2	2	193	2	1
1171	2.42E+00	7.33E+05	1	2	193	12	3
1172	2.55E+00	7.33E+05	1	2	193	13	3
1170	2.56E+00	7.33E+05	1	2	193	14	3
1173	2.53E+00	7.33E+05	1	2	193	15	3
1174	5.55E-01	7.33E+05	1	2	194	2	1
1175	1.09E+00	7.33E+05	1	2	194	6	2
1176	1.06E+00	7.33E+05	1	2	194	7	2
1178	9.76E-01	7.33E+05	1	2	195	2	1
1177	1.02E+00	7.33E+05	1	2	195	3	1
1180	1.23E+00	7.33E+05	1	2	196	5	2
1179	1.54E+00	7.33E+05	1	2	196	7	2
1181	1.86E+00	7.33E+05	1	2	196	9	3
1924	3.82E+00	7.33E+05	2	2	196	16	4
1923	3.16E+00	7.33E+05	2	2	196	17	4
1184	1.97E+00	7.33E+05	1	2	197	4	2
1183	1.84E+00	7.33E+05	1	2	197	5	2
1185	1.61E+00	7.33E+05	1	2	197	6	2
1182	1.65E+00	7.33E+05	1	2	197	7	2
1187	2.06E+00	7.33E+05	1	2	197	12	3
1186	1.99E+00	7.33E+05	1	2	197	14	3
1188	5.37E-01	7.33E+05	1	2	198	1	0
1189	1.25E+00	7.33E+05	1	2	199	4	2
1191	1.27E+00	7.33E+05	1	2	199	6	2
1190	1.29E+00	7.33E+05	1	2	199	7	2
1193	9.53E-01	7.33E+05	1	2	200	2	1
1192	1.02E+00	7.33E+05	1	2	200	3	1
1195	1.45E+00	7.33E+05	1	2	201	4	2
1196	1.31E+00	7.33E+05	1	2	201	5	2
1197	1.62E+00	7.33E+05	1	2	201	6	2
1194	1.44E+00	7.33E+05	1	2	201	7	2
1198	1.63E+00	7.33E+05	1	2	201	14	3
1200	1.26E+00	7.33E+05	1	2	202	4	2
1199	1.19E+00	7.33E+05	1	2	202	5	2
1201	1.05E+00	7.33E+05	1	2	202	6	2
1202	1.13E+00	7.33E+05	1	2	202	7	2
1203	2.41E+00	7.33E+05	1	2	203	7	2
1208	3.01E+00	7.33E+05	1	2	203	8	3
1204	3.14E+00	7.33E+05	1	2	203	9	3
1207	3.01E+00	7.33E+05	1	2	203	10	3
1205	2.85E+00	7.33E+05	1	2	203	11	3
1206	2.85E+00	7.33E+05	1	2	203	12	3
1209	2.85E+00	7.33E+05	1	2	203	13	3
1925	1.03E+00	7.33E+05	2	2	204	1	0
1926	1.39E+00	7.33E+05	2	2	205	2	1
1211	3.16E+00	7.33E+05	1	2	205	12	3
1210	3.15E+00	7.33E+05	1	2	205	13	3
1212	3.15E+00	7.33E+05	1	2	205	14	3
1214	3.74E+00	7.33E+05	1	2	205	30	4
1213	3.74E+00	7.33E+05	1	2	205	31	4
1927	2.12E+00	7.33E+05	2	2	206	1	0
1928	1.84E+00	7.33E+05	2	2	207	1	0
1929	1.07E+00	7.33E+05	2	2	208	1	0
1215	4.73E-01	7.33E+05	1	2	209	2	1
1672	2.71E-01	7.33E+05	0	2	209	3	1
1216	3.15E-01	7.33E+05	1	2	210	1	0
1673	3.03E-01	7.33E+05	0	2	211	2	1
1217	1.21E+00	7.33E+05	1	2	211	3	1
1674	2.46E-01	7.33E+05	0	2	212	2	1
1675	6.60E-01	7.33E+05	0	2	212	6	2
1218	1.36E+00	7.33E+05	1	2	212	14	3
1676	1.17E+00	7.33E+05	0	2	212	15	3
1677	1.97E-01	7.33E+05	0	2	213	1	0
1678	3.89E-01	7.33E+05	0	2	214	2	1
1679	1.04E+00	7.33E+05	0	2	214	7	2
1680	1.52E+00	7.33E+05	0	2	214	12	3
1219	1.66E+00	7.33E+05	1	2	214	13	3
1681	3.45E-01	7.33E+05	0	2	215	2	1
1682	3.47E-01	7.33E+05	0	2	215	3	1
1683	3.97E-01	7.33E+05	0	2	216	2	1
1684	3.97E-01	7.33E+05	0	2	216	3	1
1685	1.31E+00	7.33E+05	0	2	217	2	1
1220	1.36E+00	7.33E+05	1	2	217	3	1
1221	2.66E+00	7.33E+05	1	2	217	6	2
1686	1.55E-01	7.33E+05	0	2	218	2	1
1687	1.55E-01	7.33E+05	0	2	218	3	1
1688	1.15E-01	7.33E+05	0	2	219	2	1
1689	6.44E-01	7.33E+05	0	2	219	3	1
1690	4.14E-01	7.33E+05	0	2	220	3	1
1691	1.14E+00	7.33E+05	0	2	220	4	2
1692	1.75E+00	7.33E+05	0	2	220	10	3
1222	2.26E+00	7.33E+05	1	2	220	11	3
1693	1.20E-01	7.33E+05	0	2	221	1	0
1694	9.07E-02	7.33E+05	0	2	222	1	0
1695	7.09E-02	7.33E+05	0	2	223	1	0
1930	1.38E+00	7.33E+05	2	2	224	1	0
1696	1.01E-01	7.33E+05	0	2	225	1	0
1697	9.07E-02	7.33E+05	0	2	226	1	0
1698	9.57E-01	7.33E+05	0	2	227	2	1
1223	1.81E+00	7.33E+05	1	2	227	6	2
1224	1.55E+00	7.33E+05	1	2	227	7	2
1225	1.16E-01	7.33E+05	1	2	228	1	0
1226	1.48E-01	7.33E+05	1	2	229	1	0
1227	5.68E-02	7.33E+05	1	2	230	1	0
1228	5.68E-02	7.33E+05	1	2	231	2	1
1229	5.68E-02	7.33E+05	1	2	231	3	1
1230	1.73E-02	7.33E+05	1	2	232	1	0
1231	9.87E-03	7.33E+05	1	2	233	1	0
1232	2.72E-02	7.33E+05	1	2	234	1	0
1233	7.00E-01	7.33E+05	1	2	235	2	1
1234	7.00E-01	7.33E+05	1	2	235	3	1
1235	3.62E-01	7.33E+05	1	2	236	1	0
1238	1.37E+00	7.33E+05	1	2	237	4	2
1239	1.39E+00	7.33E+05	1	2	237	5	2
1236	1.81E+00	7.33E+05	1	2	237	6	2
1237	1.52E+00	7.33E+05	1	2	237	7	2
1699	2.62E-01	7.33E+05	0	2	238	3	1
1240	1.05E+00	7.33E+05	1	2	238	4	2
1700	8.80E-01	7.33E+05	0	2	238	5	2
1931	7.89E-01	7.33E+05	2	2	239	1	0
1932	9.67E-01	7.33E+05	2	2	240	1	0
1934	7.59E-01	7.33E+05	2	2	241	2	1
1933	5.15E-01	7.33E+05	2	2	241	3	1
1241	1.70E-01	7.33E+05	1	2	242	1	0
1936	1.19E+00	7.33E+05	2	2	243	2	1
1935	1.10E+00	7.33E+05	2	2	243	3	1
1244	9.17E-01	7.33E+05	1	2	244	4	2
1245	9.17E-01	7.33E+05	1	2	244	5	2
1243	9.17E-01	7.33E+05	1	2	244	6	2
1242	9.17E-01	7.33E+05	1	2	244	7	2
1246	2.97E-02	7.33E+05	1	2	245	1	0
1247	4.94E-02	7.33E+05	1	2	246	1	0
1939	2.02E+00	7.33E+05	2	2	247	4	2
1940	2.13E+00	7.33E+05	2	2	247	5	2
1938	1.91E+00	7.33E+05	2	2	247	6	2
1937	1.86E+00	7.33E+05	2	2	247	7	2
1944	1.77E+00	7.33E+05	2	2	248	4	2
1942	1.50E+00	7.33E+05	2	2	248	5	2
1943	1.72E+00	7.33E+05	2	2	248	6	2
1941	1.37E+00	7.33E+05	2	2	248	7	2
1249	1.72E-01	7.33E+05	1	2	249	2	1
1248	1.75E-01	7.33E+05	1	2	249	3	1
1250	1.72E-01	7.33E+05	1	2	250	1	0
1251	3.30E-01	7.33E+05	1	2	251	1	0
1701	3.79E-01	7.33E+05	0	2	252	2	1
1252	1.51E+00	7.33E+05	1	2	252	3	1
1254	9.20E-01	7.33E+05	1	2	253	2	1
1253	9.20E-01	7.33E+05	1	2	253	3	1
1255	2.39E-02	7.33E+05	1	2	254	1	0
1945	7.85E-01	7.33E+05	2	2	255	3	1
1946	3.94E-01	7.33E+05	2	2	256	1	0
1256	1.77E-01	7.33E+05	1	2	257	1	0
1947	9.94E-01	7.33E+05	2	2	258	1	0
1257	4.78E-01	7.33E+05	1	2	259	2	1
1258	4.78E-01	7.33E+05	1	2	259	3	1
1259	4.78E-01	7.33E+05	1	2	260	2	1
1260	4.73E-01	7.33E+05	1	2	260	3	1
1261	1.23E-01	7.33E+05	1	2	261	2	1
1262	1.23E-01	7.33E+05	1	2	261	3	1
1264	2.42E+00	7.33E+05	1	2	262	8	3
1266	2.42E+00	7.33E+05	1	2	262	9	3
1265	2.44E+00	7.33E+05	1	2	262	10	3
1263	2.43E+00	7.33E+05	1	2	262	11	3
1269	2.57E+00	7.33E+05	1	2	262	12	3
1270	2.87E+00	7.33E+05	1	2	262	13	3
1267	2.87E+00	7.33E+05	1	2	262	14	3
1268	2.87E+00	7.33E+05	1	2	262	15	3
1272	1.84E-01	7.33E+05	1	2	263	2	1
1271	1.82E-01	7.33E+05	1	2	263	3	1
1273	1.23E+00	7.33E+05	1	2	264	4	2
1276	1.53E+00	7.33E+05	1	2	264	10	3
1274	1.53E+00	7.33E+05	1	2	264	11	3
1275	1.53E+00	7.33E+05	1	2	264	12	3
1278	1.52E+00	7.33E+05	1	2	264	13	3
1277	1.52E+00	7.33E+05	1	2	264	14	3
1279	1.52E+00	7.33E+05	1	2	264	15	3
1949	7.29E-01	7.33E+05	2	2	265	2	1
1948	7.26E-01	7.33E+05	2	2	265	3	1
1281	1.23E+00	7.33E+05	1	2	266	2	1
