	Event_Time	Cause	Group	Clone	Progeny	Generation	GFPAtBirth	GFPAtDeath
435	1.95E+00	2.00E+00	Condition 6	1.60E+01	3.00E+00	1.00E+00	1.39E+01	3.59E+01
587	1.04E-01	1.00E+00	Condition 8	1.60E+01	1.00E+00	0.00E+00	2.62E+02	2.80E+02
599	1.16E+00	1.00E+00	Condition 8	1.60E+01	2.00E+00	1.00E+00	1.35E+01	2.87E+02
611	1.30E+00	1.00E+00	Condition 8	1.60E+01	3.00E+00	1.00E+00	4.03E+01	3.55E+02
642	8.96E-01	3.00E+00	Condition 8	1.60E+01	4.00E+00	2.00E+00	2.26E+01	1.85E+01
650	3.75E-01	1.00E+00	Condition 8	1.60E+01	5.00E+00	2.00E+00	3.29E+01	1.24E+02
656	1.07E+00	1.00E+00	Condition 8	1.60E+01	6.00E+00	2.00E+00	4.63E+01	3.23E+02
670	8.99E-01	1.00E+00	Condition 8	1.60E+01	7.00E+00	2.00E+00	1.37E+02	1.52E+02
692	1.41E+00	1.00E+00	Condition 8	1.60E+01	1.00E+01	3.00E+00	2.10E+01	2.81E+02
14	4.13E+00	0.00E+00	Condition 1	1.70E+01	1.00E+00	0.00E+00	6.92E+01	4.72E+01
74	4.13E+00	0.00E+00	Condition 2	1.70E+01	1.00E+00	0.00E+00	7.25E+01	6.63E+01
227	4.13E+00	0.00E+00	Condition 4	1.70E+01	1.00E+00	0.00E+00	1.06E+02	2.06E+02
406	2.00E+00	1.00E+00	Condition 6	1.70E+01	1.00E+00	0.00E+00	2.38E+01	1.07E+02
451	1.27E+00	3.00E+00	Condition 6	1.70E+01	2.00E+00	1.00E+00	4.49E+01	3.75E+01
447	1.18E-01	3.00E+00	Condition 6	1.70E+01	3.00E+00	1.00E+00	3.57E+01	3.80E+01
585	2.60E-01	1.00E+00	Condition 8	1.70E+01	1.00E+00	0.00E+00	1.43E+02	4.12E+02
623	8.88E-01	1.00E+00	Condition 8	1.70E+01	2.00E+00	1.00E+00	1.44E+02	4.84E+02
596	7.19E-01	1.00E+00	Condition 8	1.70E+01	3.00E+00	1.00E+00	1.04E+01	2.12E+02
674	5.16E-01	3.00E+00	Condition 8	1.70E+01	4.00E+00	2.00E+00	1.51E+02	1.31E+02
680	1.33E+00	2.00E+00	Condition 8	1.70E+01	5.00E+00	2.00E+00	2.05E+02	3.45E+02
629	1.89E+00	2.00E+00	Condition 8	1.70E+01	6.00E+00	2.00E+00	6.51E+00	6.22E+02
668	7.13E-01	1.00E+00	Condition 8	1.70E+01	7.00E+00	2.00E+00	1.27E+02	9.90E+01
22	4.13E+00	0.00E+00	Condition 1	1.80E+01	1.00E+00	0.00E+00	1.05E+02	1.76E+02
60	5.10E-01	1.00E+00	Condition 2	1.80E+01	1.00E+00	0.00E+00	3.32E+01	8.71E+01
86	3.49E+00	1.00E+00	Condition 2	1.80E+01	2.00E+00	1.00E+00	4.03E+01	1.92E+02
80	3.62E+00	0.00E+00	Condition 2	1.80E+01	3.00E+00	1.00E+00	1.31E+01	9.57E+01
129	1.25E-01	0.00E+00	Condition 2	1.80E+01	4.00E+00	2.00E+00	8.20E+01	5.90E+01
127	1.25E-01	0.00E+00	Condition 2	1.80E+01	5.00E+00	2.00E+00	7.75E+01	5.80E+01
226	1.62E+00	1.00E+00	Condition 4	1.80E+01	1.00E+00	0.00E+00	8.72E+01	7.74E+02
265	2.51E+00	0.00E+00	Condition 4	1.80E+01	2.00E+00	1.00E+00	2.13E+02	4.27E+02
266	2.51E+00	0.00E+00	Condition 4	1.80E+01	3.00E+00	1.00E+00	2.40E+02	2.05E+02
407	4.13E+00	0.00E+00	Condition 6	1.80E+01	1.00E+00	0.00E+00	3.11E+01	1.01E+02
591	6.23E-02	1.00E+00	Condition 8	1.80E+01	1.00E+00	0.00E+00	       NaN	       NaN
610	8.13E-01	1.00E+00	Condition 8	1.80E+01	2.00E+00	1.00E+00	3.86E+01	2.11E+02
615	1.11E+00	1.00E+00	Condition 8	1.80E+01	3.00E+00	1.00E+00	9.75E+01	3.54E+02
635	1.64E+00	1.00E+00	Condition 8	1.80E+01	4.00E+00	2.00E+00	1.38E+01	4.38E+02
633	2.50E+00	2.00E+00	Condition 8	1.80E+01	5.00E+00	2.00E+00	1.03E+01	3.53E+02
634	1.86E+00	1.00E+00	Condition 8	1.80E+01	6.00E+00	2.00E+00	1.11E+01	3.56E+02
684	6.49E-02	3.00E+00	Condition 8	1.80E+01	7.00E+00	2.00E+00	       NaN	       NaN
697	1.61E+00	0.00E+00	Condition 8	1.80E+01	8.00E+00	3.00E+00	2.50E+01	1.85E+02
689	1.61E+00	0.00E+00	Condition 8	1.80E+01	9.00E+00	3.00E+00	1.28E+01	1.25E+02
686	1.10E+00	0.00E+00	Condition 8	1.80E+01	1.20E+01	3.00E+00	9.00E+00	9.01E+01
703	1.10E+00	0.00E+00	Condition 8	1.80E+01	1.30E+01	3.00E+00	3.17E+01	1.28E+02
12	4.13E+00	0.00E+00	Condition 1	1.90E+01	1.00E+00	0.00E+00	4.70E+01	5.66E+01
58	6.25E-01	1.00E+00	Condition 2	1.90E+01	1.00E+00	0.00E+00	2.05E+01	1.45E+02
84	1.59E+00	1.00E+00	Condition 2	1.90E+01	2.00E+00	1.00E+00	3.80E+01	3.75E+01
88	6.30E-01	3.00E+00	Condition 2	1.90E+01	3.00E+00	1.00E+00	4.38E+01	9.21E+01
119	1.91E+00	1.00E+00	Condition 2	1.90E+01	4.00E+00	2.00E+00	4.84E+01	1.08E+02
125	1.59E+00	1.00E+00	Condition 2	1.90E+01	5.00E+00	2.00E+00	7.45E+01	3.98E+02
162	3.22E-01	0.00E+00	Condition 2	1.90E+01	1.00E+01	3.00E+00	1.57E+02	1.48E+02
164	3.22E-01	0.00E+00	Condition 2	1.90E+01	1.10E+01	3.00E+00	1.69E+02	1.16E+02
222	4.13E+00	0.00E+00	Condition 4	1.90E+01	1.00E+00	0.00E+00	6.54E+01	3.07E+02
397	5.42E-01	1.00E+00	Condition 6	1.90E+01	1.00E+00	0.00E+00	1.20E+01	2.73E+01
440	1.77E+00	3.00E+00	Condition 6	1.90E+01	2.00E+00	1.00E+00	2.06E+01	1.40E+02
434	2.48E+00	3.00E+00	Condition 6	1.90E+01	3.00E+00	1.00E+00	1.36E+01	1.40E+02
572	2.84E-01	1.00E+00	Condition 8	1.90E+01	1.00E+00	0.00E+00	7.04E+00	4.57E+02
592	2.19E+00	1.00E+00	Condition 8	1.90E+01	2.00E+00	1.00E+00	5.91E+00	6.66E+02
622	2.35E+00	3.00E+00	Condition 8	1.90E+01	3.00E+00	1.00E+00	1.39E+02	3.12E+02
644	9.05E-01	1.00E+00	Condition 8	1.90E+01	4.00E+00	2.00E+00	2.54E+01	5.31E+02
683	1.65E+00	0.00E+00	Condition 8	1.90E+01	5.00E+00	2.00E+00	2.86E+02	1.72E+01
30	4.13E+00	0.00E+00	Condition 1	2.00E+01	1.00E+00	0.00E+00	3.04E+02	3.05E+02
59	6.15E-01	2.00E+00	Condition 2	2.00E+01	1.00E+00	0.00E+00	3.12E+01	2.89E+01
218	4.13E+00	0.00E+00	Condition 4	2.00E+01	1.00E+00	0.00E+00	3.00E+01	3.45E+01
410	4.13E+00	0.00E+00	Condition 6	2.00E+01	1.00E+00	0.00E+00	4.00E+01	7.89E+01
575	4.69E-01	1.00E+00	Condition 8	2.00E+01	1.00E+00	0.00E+00	3.45E+01	1.12E+02
606	1.42E+00	1.00E+00	Condition 8	2.00E+01	2.00E+00	1.00E+00	2.49E+01	1.89E+02
612	1.87E+00	1.00E+00	Condition 8	2.00E+01	3.00E+00	1.00E+00	4.26E+01	6.46E+01
645	5.41E-01	1.00E+00	Condition 8	2.00E+01	4.00E+00	2.00E+00	2.55E+01	2.03E+02
661	5.73E-01	1.00E+00	Condition 8	2.00E+01	5.00E+00	2.00E+00	7.92E+01	1.80E+02
664	1.79E+00	0.00E+00	Condition 8	2.00E+01	6.00E+00	2.00E+00	8.79E+01	1.31E+02
665	1.79E+00	0.00E+00	Condition 8	2.00E+01	7.00E+00	2.00E+00	9.19E+01	9.82E+01
700	1.69E+00	0.00E+00	Condition 8	2.00E+01	8.00E+00	3.00E+00	2.75E+01	9.12E+01
694	1.49E+00	1.00E+00	Condition 8	2.00E+01	9.00E+00	3.00E+00	2.38E+01	2.93E+02
701	9.67E-01	1.00E+00	Condition 8	2.00E+01	1.00E+01	3.00E+00	2.78E+01	1.48E+02
698	8.35E-01	1.00E+00	Condition 8	2.00E+01	1.10E+01	3.00E+00	2.59E+01	2.02E+02
31	4.13E+00	0.00E+00	Condition 1	2.10E+01	1.00E+00	0.00E+00	3.07E+02	4.51E+02
72	7.65E-01	1.00E+00	Condition 2	2.10E+01	1.00E+00	0.00E+00	6.51E+01	8.18E+01
107	2.04E+00	1.00E+00	Condition 2	2.10E+01	2.00E+00	1.00E+00	1.14E+02	8.92E+01
110	2.74E+00	0.00E+00	Condition 2	2.10E+01	3.00E+00	1.00E+00	1.44E+02	1.15E+02
214	2.43E+00	2.00E+00	Condition 4	2.10E+01	1.00E+00	0.00E+00	8.96E+00	1.09E+01
417	4.00E+00	0.00E+00	Condition 6	2.10E+01	1.00E+00	0.00E+00	9.52E+01	1.15E+02
33	4.13E+00	0.00E+00	Condition 1	2.20E+01	1.00E+00	0.00E+00	6.01E+02	7.40E+02
215	4.13E+00	0.00E+00	Condition 4	2.20E+01	1.00E+00	0.00E+00	1.30E+01	1.12E+01
400	3.56E+00	1.00E+00	Condition 6	2.20E+01	1.00E+00	0.00E+00	1.34E+01	1.00E+02
474	4.04E-01	3.00E+00	Condition 6	2.20E+01	2.00E+00	1.00E+00	3.66E+02	6.24E+01
477	0.00E+00	0.00E+00	Condition 6	2.20E+01	3.00E+00	1.00E+00	       NaN	       NaN
28	4.13E+00	0.00E+00	Condition 1	2.30E+01	1.00E+00	0.00E+00	2.01E+02	2.56E+02
225	6.99E-01	1.00E+00	Condition 4	2.30E+01	1.00E+00	0.00E+00	8.72E+01	7.53E+01
258	1.60E+00	1.00E+00	Condition 4	2.30E+01	2.00E+00	1.00E+00	7.29E+01	1.03E+02
259	2.51E+00	2.00E+00	Condition 4	2.30E+01	3.00E+00	1.00E+00	7.74E+01	4.21E+01
285	1.57E+00	1.00E+00	Condition 4	2.30E+01	4.00E+00	2.00E+00	3.26E+01	7.40E+01
288	1.83E+00	0.00E+00	Condition 4	2.30E+01	5.00E+00	2.00E+00	4.77E+01	4.39E+01
322	2.60E-01	0.00E+00	Condition 4	2.30E+01	8.00E+00	3.00E+00	1.80E+01	2.98E+01
327	2.60E-01	0.00E+00	Condition 4	2.30E+01	9.00E+00	3.00E+00	6.31E+01	3.63E+01
409	9.37E-01	1.00E+00	Condition 6	2.30E+01	1.00E+00	0.00E+00	3.52E+01	9.87E+01
459	1.60E+00	1.00E+00	Condition 6	2.30E+01	2.00E+00	1.00E+00	6.61E+01	1.69E+02
458	1.68E+00	1.00E+00	Condition 6	2.30E+01	3.00E+00	1.00E+00	5.74E+01	5.73E+01
487	1.59E+00	0.00E+00	Condition 6	2.30E+01	4.00E+00	2.00E+00	3.37E+01	9.34E+01
497	1.59E+00	0.00E+00	Condition 6	2.30E+01	5.00E+00	2.00E+00	9.84E+01	8.76E+01
484	1.17E+00	3.00E+00	Condition 6	2.30E+01	6.00E+00	2.00E+00	2.82E+01	4.71E+01
490	1.51E+00	0.00E+00	Condition 6	2.30E+01	7.00E+00	2.00E+00	7.13E+01	9.09E+01
26	4.13E+00	0.00E+00	Condition 1	2.40E+01	1.00E+00	0.00E+00	1.77E+02	2.25E+02
229	6.46E-01	1.00E+00	Condition 4	2.40E+01	1.00E+00	0.00E+00	1.24E+02	2.45E+02
257	1.88E+00	1.00E+00	Condition 4	2.40E+01	2.00E+00	1.00E+00	5.15E+01	1.44E+03
263	1.58E+00	1.00E+00	Condition 4	2.40E+01	3.00E+00	1.00E+00	1.39E+02	7.45E+02
291	1.60E+00	0.00E+00	Condition 4	2.40E+01	4.00E+00	2.00E+00	7.07E+01	2.90E+03
306	1.46E+00	1.00E+00	Condition 4	2.40E+01	5.00E+00	2.00E+00	5.68E+02	2.08E+03
284	1.05E+00	1.00E+00	Condition 4	2.40E+01	6.00E+00	2.00E+00	2.85E+01	1.16E+03
302	9.51E-01	1.00E+00	Condition 4	2.40E+01	7.00E+00	2.00E+00	4.21E+02	1.08E+03
341	1.46E-01	0.00E+00	Condition 4	2.40E+01	1.00E+01	3.00E+00	9.30E+02	6.49E+02
340	1.46E-01	0.00E+00	Condition 4	2.40E+01	1.10E+01	3.00E+00	7.15E+02	6.19E+02
335	8.54E-01	0.00E+00	Condition 4	2.40E+01	1.20E+01	3.00E+00	4.59E+02	6.77E+02
338	8.54E-01	0.00E+00	Condition 4	2.40E+01	1.30E+01	3.00E+00	5.71E+02	6.59E+02
336	9.54E-01	0.00E+00	Condition 4	2.40E+01	1.40E+01	3.00E+00	5.11E+02	6.49E+02
404	2.19E-01	1.00E+00	Condition 6	2.40E+01	1.00E+00	0.00E+00	1.79E+01	3.06E+01
438	1.34E+00	1.00E+00	Condition 6	2.40E+01	2.00E+00	1.00E+00	1.84E+01	2.67E+01
437	2.82E+00	1.00E+00	Condition 6	2.40E+01	3.00E+00	1.00E+00	1.77E+01	1.19E+02
486	1.94E+00	3.00E+00	Condition 6	2.40E+01	4.00E+00	2.00E+00	3.23E+01	5.53E+01
481	2.57E+00	0.00E+00	Condition 6	2.40E+01	5.00E+00	2.00E+00	1.97E+01	4.85E+01
500	1.09E+00	0.00E+00	Condition 6	2.40E+01	6.00E+00	2.00E+00	1.26E+02	4.89E+01
495	1.09E+00	0.00E+00	Condition 6	2.40E+01	7.00E+00	2.00E+00	8.62E+01	9.89E+01
533	3.11E-01	0.00E+00	Condition 6	2.40E+01	1.20E+01	3.00E+00	8.62E+01	6.02E+01
3	4.13E+00	0.00E+00	Condition 1	2.50E+01	1.00E+00	0.00E+00	1.81E+01	4.52E+01
396	5.42E-01	1.00E+00	Condition 6	2.50E+01	1.00E+00	0.00E+00	1.11E+01	4.53E+01
443	2.49E+00	3.00E+00	Condition 6	2.50E+01	2.00E+00	1.00E+00	2.66E+01	3.35E+01
444	2.92E-01	3.00E+00	Condition 6	2.50E+01	3.00E+00	1.00E+00	2.67E+01	1.79E+01
20	4.13E+00	0.00E+00	Condition 1	2.60E+01	1.00E+00	0.00E+00	9.54E+01	2.06E+02
422	4.13E+00	0.00E+00	Condition 6	2.60E+01	1.00E+00	0.00E+00	1.87E+02	7.37E+02
24	4.13E+00	0.00E+00	Condition 1	2.70E+01	1.00E+00	0.00E+00	1.48E+02	2.75E+02
423	9.37E-01	1.00E+00	Condition 6	2.70E+01	1.00E+00	0.00E+00	2.06E+02	5.18E+02
472	3.19E+00	0.00E+00	Condition 6	2.70E+01	2.00E+00	1.00E+00	2.62E+02	2.76E+02
471	2.23E+00	1.00E+00	Condition 6	2.70E+01	3.00E+00	1.00E+00	2.53E+02	6.74E+02
499	9.66E-01	0.00E+00	Condition 6	2.70E+01	6.00E+00	2.00E+00	1.13E+02	2.77E+02
505	9.66E-01	0.00E+00	Condition 6	2.70E+01	7.00E+00	2.00E+00	1.77E+02	3.82E+02
15	4.13E+00	0.00E+00	Condition 1	2.80E+01	1.00E+00	0.00E+00	7.31E+01	6.58E+01
398	5.94E-01	1.00E+00	Condition 6	2.80E+01	1.00E+00	0.00E+00	1.28E+01	2.54E+01
429	2.41E+00	1.00E+00	Condition 6	2.80E+01	2.00E+00	1.00E+00	8.74E+00	2.49E+01
428	2.41E+00	1.00E+00	Condition 6	2.80E+01	3.00E+00	1.00E+00	7.78E+00	6.95E+01
479	5.50E-01	3.00E+00	Condition 6	2.80E+01	4.00E+00	2.00E+00	1.40E+01	9.54E+00
9	4.13E+00	0.00E+00	Condition 1	2.90E+01	1.00E+00	0.00E+00	4.39E+01	4.06E+01
402	2.42E-01	1.00E+00	Condition 6	2.90E+01	1.00E+00	0.00E+00	1.50E+01	6.48E+01
431	3.89E+00	0.00E+00	Condition 6	2.90E+01	2.00E+00	1.00E+00	1.05E+01	1.48E+01
432	1.12E-01	3.00E+00	Condition 6	2.90E+01	3.00E+00	1.00E+00	1.06E+01	1.00E+01
27	4.13E+00	0.00E+00	Condition 1	3.00E+01	1.00E+00	0.00E+00	1.98E+02	3.61E+02
418	2.44E+00	1.00E+00	Condition 6	3.00E+01	1.00E+00	0.00E+00	1.16E+02	1.00E+02
450	1.69E+00	0.00E+00	Condition 6	3.00E+01	2.00E+00	1.00E+00	4.37E+01	3.16E+02
469	1.69E+00	0.00E+00	Condition 6	3.00E+01	3.00E+00	1.00E+00	2.06E+02	3.54E+02
17	4.13E+00	0.00E+00	Condition 1	3.10E+01	1.00E+00	0.00E+00	9.30E+01	2.46E+02
395	1.71E+00	1.00E+00	Condition 6	3.10E+01	1.00E+00	0.00E+00	7.00E+00	7.59E+01
452	2.41E+00	0.00E+00	Condition 6	3.10E+01	2.00E+00	1.00E+00	4.61E+01	2.09E+01
442	2.41E+00	0.00E+00	Condition 6	3.10E+01	3.00E+00	1.00E+00	2.50E+01	1.99E+01
10	4.13E+00	0.00E+00	Condition 1	3.20E+01	1.00E+00	0.00E+00	4.45E+01	9.26E+01
412	6.17E-01	1.00E+00	Condition 6	3.20E+01	1.00E+00	0.00E+00	4.42E+01	1.16E+02
455	2.10E+00	1.00E+00	Condition 6	3.20E+01	2.00E+00	1.00E+00	5.23E+01	2.09E+02
453	2.22E+00	1.00E+00	Condition 6	3.20E+01	3.00E+00	1.00E+00	4.63E+01	3.04E+02
508	1.41E+00	0.00E+00	Condition 6	3.20E+01	4.00E+00	2.00E+00	1.89E+02	1.34E+02
494	1.41E+00	0.00E+00	Condition 6	3.20E+01	5.00E+00	2.00E+00	8.60E+01	1.27E+02
511	1.29E+00	0.00E+00	Condition 6	3.20E+01	6.00E+00	2.00E+00	1.91E+02	1.70E+02
506	1.29E+00	0.00E+00	Condition 6	3.20E+01	7.00E+00	2.00E+00	1.80E+02	1.47E+02
16	1.59E+00	1.00E+00	Condition 1	3.30E+01	1.00E+00	0.00E+00	8.98E+01	5.44E+02
43	8.75E-01	1.00E+00	Condition 1	3.30E+01	2.00E+00	1.00E+00	1.77E+02	2.62E+02
41	1.29E+00	1.00E+00	Condition 1	3.30E+01	3.00E+00	1.00E+00	1.44E+02	2.21E+02
55	1.67E+00	0.00E+00	Condition 1	3.30E+01	4.00E+00	2.00E+00	1.46E+02	1.52E+02
54	1.67E+00	0.00E+00	Condition 1	3.30E+01	5.00E+00	2.00E+00	1.39E+02	1.35E+02
53	1.25E+00	0.00E+00	Condition 1	3.30E+01	6.00E+00	2.00E+00	1.01E+02	1.35E+02
52	8.11E-01	0.00E+00	Condition 1	3.30E+01	7.00E+00	2.00E+00	6.75E+01	9.28E+01
403	1.07E+00	1.00E+00	Condition 6	3.30E+01	1.00E+00	0.00E+00	1.58E+01	1.54E+02
456	1.07E+00	1.00E+00	Condition 6	3.30E+01	2.00E+00	1.00E+00	5.51E+01	1.33E+02
461	1.84E+00	1.00E+00	Condition 6	3.30E+01	3.00E+00	1.00E+00	7.50E+01	4.83E+02
496	1.40E+00	1.00E+00	Condition 6	3.30E+01	4.00E+00	2.00E+00	9.06E+01	1.44E+02
493	2.00E+00	0.00E+00	Condition 6	3.30E+01	5.00E+00	2.00E+00	7.84E+01	5.08E+02
485	1.23E+00	0.00E+00	Condition 6	3.30E+01	6.00E+00	2.00E+00	2.87E+01	1.03E+02
510	1.23E+00	0.00E+00	Condition 6	3.30E+01	7.00E+00	2.00E+00	1.90E+02	1.38E+02
529	5.94E-01	0.00E+00	Condition 6	3.30E+01	8.00E+00	3.00E+00	2.87E+01	1.29E+02
539	5.94E-01	0.00E+00	Condition 6	3.30E+01	9.00E+00	3.00E+00	2.33E+02	1.42E+02
